sample_id,seas,site,block,plot,year,month,date,species,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20
K1B_MI,FA,K,K1,K1B,2017,6,30-Jun-17,Adfas,,,,,,,,,,,1,,,,,4,1,,,3
K1B_MI,FA,K,K1,K1B,2017,6,30-Jun-17,Arcan,,,,,,,,,,,,4,,,,,,,,
K1B_UP,FA,K,K1,K1B,2017,6,30-Jun-17,Adfas,3,,,10,5,,,,,1,,,,,2,1,2,4,4,3
K1C_LW,FA,K,K1,K1C,2017,6,30-Jun-17,Adfas,5,4,,,,,,,,,1,,,4,2,4,4,,3,
K1C_MI,FA,K,K1,K1C,2017,6,30-Jun-17,Adfas,,2,5,5,2,,1,,,2,3,4,4,,3,,,3,1,4
K1C_MI,FA,K,K1,K1C,2017,6,30-Jun-17,Empen,,,,,,2,,4,3,2,,,1,2,,,,,,
K1C_UP,FA,K,K1,K1C,2017,6,30-Jun-17,Adfas,,,,,,,,,,,6,,,,,,,,1,
K1C_UP,FA,K,K1,K1C,2017,6,30-Jun-17,Magra,,,,,,,,,,,,,,,,,,,,1
K1D_LW,FA,K,K1,K1D,2017,6,30-Jun-17,Acann,,,,,,,,,,,,,,,,,,3,,
K1D_LW,FA,K,K1,K1D,2017,6,30-Jun-17,Adfas,1,2,,,,,,,,,,,,1,,5,6,2,3,3
K1D_LW,FA,K,K1,K1D,2017,6,30-Jun-17,Cecun,,,,,,,,,,1,,,,,1,,,,,
K1D_LW,FA,K,K1,K1D,2017,6,30-Jun-17,Namel,,,,,,,,,,,,,,,,,,,,1
K1D_LW,FA,K,K1,K1D,2017,6,30-Jun-17,Calas,,,,,,,,,,,,,,,,1,,,,
K1D_LW,FA,K,K1,K1D,2018,5,18-May-18,Acbra,,,,,,,,,,,,,,,1,,,,,
K1D_LW,FA,K,K1,K1D,2018,5,18-May-18,Acpar,,1,,,,,,1,,2,,,,,,,,1,,
K1D_LW,FA,K,K1,K1D,2018,5,18-May-18,Adfas,,1,,,2,5,7,7,12,1,1,1,,2,1,2,1,3,6,11
K1D_LW,FA,K,K1,K1D,2018,5,18-May-18,Aicar,,1,,,,,,,,,,,,,,,,,,
K1D_LW,FA,K,K1,K1D,2018,5,18-May-18,Cecun,6,,,,,,,,,,,,,,,,,,,
K1D_LW,FA,K,K1,K1D,2018,5,18-May-18,Namel,,,,,,1,,,,,,,,1,1,,,,,
K1D_MI,FA,K,K1,K1D,2017,6,30-Jun-17,Acann,,3,,,,,,,,,,,,1,,,,1,,
K1D_MI,FA,K,K1,K1D,2017,6,30-Jun-17,Adfas,,1,2,1,,,,,1,,1,1,3,2,1,4,6,2,3,2
K1D_MI,FA,K,K1,K1D,2017,6,30-Jun-17,Aicar,,,,,,,,,,,,,,,,,,,,2
K1D_MI,FA,K,K1,K1D,2017,6,30-Jun-17,Cahir,,,,,,,,,2,,,,,,,,,,,
K1D_MI,FA,K,K1,K1D,2017,6,30-Jun-17,Cecun,,,,,,,,,,,,2,,,,,,1,,2
K1D_MI,FA,K,K1,K1D,2017,6,30-Jun-17,Crmur,,,,,,,3,2,,,,,,,,,,,,
K1D_MI,FA,K,K1,K1D,2017,6,30-Jun-17,Empen,,,1,,,,,,,,3,5,5,,,,,,,
K1D_MI,FA,K,K1,K1D,2017,6,30-Jun-17,Pscal,,,,,,,,,,,,,,,,,,,2,
K1D_MI,FA,K,K1,K1D,2017,6,30-Jun-17,Calas,,,,,,,,,,,,,,,,1,,,,
K1D_MI,FA,K,K1,K1D,2018,5,18-May-18,Acpar,1,,2,1,1,1,2,,1,,2,1,,,2,,1,2,2,
K1D_MI,FA,K,K1,K1D,2018,5,18-May-18,Adfas,1,,,5,1,,2,3,5,5,1,6,11,6,,4,,1,1,10
K1D_MI,FA,K,K1,K1D,2018,5,18-May-18,Aicar,,,,,,,,1,,,,,,,1,,,1,,
K1D_MI,FA,K,K1,K1D,2018,5,18-May-18,Cecun,,2,,,,,3,,,,,,,,,,,,,
K1D_MI,FA,K,K1,K1D,2018,5,18-May-18,Namel,1,,,,,,,,,,,,,,,,,,1,
K1D_UP,FA,K,K1,K1D,2017,6,30-Jun-17,Acann,,,,,,,,,,,3,,3,1,,4,,,,
K1D_UP,FA,K,K1,K1D,2017,6,30-Jun-17,Adfas,,,,,,,,,1,1,,,,,,,,,,
K1D_UP,FA,K,K1,K1D,2017,6,30-Jun-17,Hycon,,,,,,,,,,,,,,,3,,,,,
K1D_UP,FA,K,K1,K1D,2017,6,30-Jun-17,Namel,,,,,1,,,,,,,,,,,,1,,,
K1D_UP,FA,K,K1,K1D,2018,5,18-May-18,Acpar,3,2,1,3,,4,1,,1,1,,,,2,3,3,1,1,,
K1D_UP,FA,K,K1,K1D,2018,5,18-May-18,Adfas,,,,,,1,8,8,7,1,,,,1,,,1,2,8,4
K1D_UP,FA,K,K1,K1D,2018,5,18-May-18,Namel,,,,,1,,,,,,1,,,1,,,,1,,
K1E_LW,FA,K,K1,K1E,2017,6,30-Jun-17,Adfas,,,,1,1,3,5,5,4,3,,,,,1,4,5,,,2
K1E_MI,FA,K,K1,K1E,2017,6,30-Jun-17,Adfas,,,,,,1,2,1,2,1,,,,,,2,1,,8,8
K1E_MI,FA,K,K1,K1E,2017,6,30-Jun-17,Arcan,,,,,,,,,,,,,,,,,,,4,
K1E_MI,FA,K,K1,K1E,2017,6,30-Jun-17,Cecun,,,,,3,,,,,,,,,,,,,,,
K1E_UP,FA,K,K1,K1E,2017,6,30-Jun-17,Acann,,,,,,,,,2,,,,,,,,,2,,
K1E_UP,FA,K,K1,K1E,2017,6,30-Jun-17,Adfas,,,,,,3,6,4,1,,,,,,2,,,1,2,2
K1E_UP,FA,K,K1,K1E,2017,6,30-Jun-17,Cecun,,,,,,1,,,,,,,,,,,,,,
K1F_LW,FA,K,K1,K1F,2017,6,30-Jun-17,Adfas,,,,,,,,,,,3,4,4,10,5,5,5,,,5
K1F_LW,FA,K,K1,K1F,2017,6,30-Jun-17,Cecun,,,,,1,,,,,,,,,,,1,,,,
K1F_LW,FA,K,K1,K1F,2017,6,30-Jun-17,Crmur,,2,,2,,,,,,2,,,,,,,,1,,
K1F_LW,FA,K,K1,K1F,2017,6,30-Jun-17,Empen,,,,,1,,,,,,,,,,,1,3,3,1,
K1F_LW,FA,K,K1,K1F,2017,6,30-Jun-17,Namel,,,,,,,,,,,,1,,,,,,,,
K1F_MI,FA,K,K1,K1F,2017,6,30-Jun-17,Adfas,,,1,,,,,,,,3,3,1,,2,3,3,2,4,
K1F_MI,FA,K,K1,K1F,2017,6,30-Jun-17,Crmur,,,,2,2,,,,,7,,,,,,1,,1,,1
K1F_MI,FA,K,K1,K1F,2017,6,30-Jun-17,Empen,,,,,,,,,,,,,,,,,,,5,1
K1F_MI,FA,K,K1,K1F,2017,6,30-Jun-17,Namel,,,,,,,,,,,3,,,,,,,,,
K1F_UP,FA,K,K1,K1F,2017,6,30-Jun-17,Adfas,2,3,3,4,3,1,1,1,1,,1,3,7,1,4,2,6,4,1,4
K1F_UP,FA,K,K1,K1F,2017,6,30-Jun-17,Crmur,,,,,,,1,,,,,,,,,1,,,,
K1F_UP,FA,K,K1,K1F,2017,6,30-Jun-17,Empen,,,,,,,,1,,1,,,,,,,,,,
K1F_UP,FA,K,K1,K1F,2017,6,30-Jun-17,Gacal,,,,,,,,2,,2,,,,,,,,,,
K1F_UP,FA,K,K1,K1F,2017,6,30-Jun-17,Namel,,,,,,1,,,,,,,,,,,,,,
K3A_LW,FA,K,K3,K3A,2017,6,30-Jun-17,Adfas,1,,,,,,,,,,2,3,4,2,2,5,1,1,3,5
K3A_LW,FA,K,K3,K3A,2017,6,30-Jun-17,Cecun,,,,,,,,,,,,,,2,,,,,,
K3A_LW,FA,K,K3,K3A,2017,6,30-Jun-17,Gacal,,,,,1,,,,,,,,,,,,,,,
K3A_LW,FA,K,K3,K3A,2018,5,18-May-18,Acbra,1,1,1,2,,2,2,1,3,2,,1,1,1,,,,,,
K3A_LW,FA,K,K3,K3A,2018,5,18-May-18,Adfas,2,4,6,1,,14,11,1,5,6,4,6,7,5,8,4,6,5,6,5
K3A_LW,FA,K,K3,K3A,2018,5,18-May-18,Aicar,1,,,,,,,,,,,,,,,,,,,
K3A_LW,FA,K,K3,K3A,2018,5,18-May-18,Cecun,,,1,,,,,,,,,,3,,,,,,,
K3A_LW,FA,K,K3,K3A,2018,5,18-May-18,Chpom,,,1,,,,,,,,,,,,,,,,,
K3A_LW,FA,K,K3,K3A,2018,5,18-May-18,Logal,,,,,,,,,,,,,,,,,,1,,
K3A_LW,FA,K,K3,K3A,2018,5,18-May-18,Stlep,2,2,,,1,,,,,,,,,,,,,,1,1
K3A_MI,FA,K,K3,K3A,2017,6,30-Jun-17,Acann,,,,,2,,,,,,,1,3,,,,,,1,1
K3A_MI,FA,K,K3,K3A,2017,6,30-Jun-17,Adfas,,,,,,,,,,,,,,4,4,,,,,
K3A_MI,FA,K,K3,K3A,2017,6,30-Jun-17,Empen,,,,,,,,,2,3,,,,,,4,,,,
K3A_MI,FA,K,K3,K3A,2018,5,18-May-18,Acbra,,1,1,,,,,,,,1,,,,,,,1,,
K3A_MI,FA,K,K3,K3A,2018,5,18-May-18,Adfas,,,,,1,,,,,,8,9,4,6,2,3,1,2,2,8
K3A_MI,FA,K,K3,K3A,2018,5,18-May-18,Cecun,,,,,,,,,,3,,,,,,,,,,
K3A_UP,FA,K,K3,K3A,2017,6,30-Jun-17,Adfas,3,1,,,,,,,2,,3,2,,,3,3,5,9,5,6
K3A_UP,FA,K,K3,K3A,2017,6,30-Jun-17,Cecun,,,,,,,,,,,,,,,,,1,,,
K3A_UP,FA,K,K3,K3A,2017,6,30-Jun-17,Empen,,,,2,,1,,,,2,,,2,2,,,,,,
K3A_UP,FA,K,K3,K3A,2018,5,18-May-18,Acbra,,,,,,,,,1,,,,,,,,,,,
K3A_UP,FA,K,K3,K3A,2018,5,18-May-18,Adfas,,,,2,2,,,,,3,2,6,4,3,2,2,3,12,5,4
K3B_LW,FA,,K3,K3B,2017,6,30-Jun-17,Adfas,,,,,,,,,,1,5,,1,,1,,,,,1
K3B_MI,FA,K,K3,K3B,2017,6,30-Jun-17,Adfas,,,,1,6,,7,2,,5,,,,,,,,,1,5
K3B_UP,FA,K,K3,K3B,2017,6,30-Jun-17,Adfas,,,,,,,,,,4,,,,,,3,1,1,3,
K3C_LW,FA,K,K3,K3C,2017,6,30-Jun-17,Namel,3,,,,,,,,,,,,,,,,,,,
K3C_MI,FA,K,K3,K3C,2017,6,30-Jun-17,Adfas,,,,2,3,,,,,,,,,,,,,,,
K3C_MI,FA,K,K3,K3C,2017,6,30-Jun-17,Femyu,,,,1,,,,,,,,,,,,,,,,
K3C_UP,FA,K,K3,K3C,2017,6,30-Jun-17,Adfas,,,,2,3,3,6,,4,3,2,5,5,3,5,1,,3,4,1
K3D_LW,FA,K,K3,K3D,2017,6,30-Jun-17,none,,,,,,,,,,,,,,,,,,,,
K3D_LW,FA,K,K3,K3D,2018,5,18-May-18,Acbra,,,2,2,1,,2,1,,2,2,1,,2,1,,,,,1
K3D_LW,FA,K,K3,K3D,2018,5,18-May-18,Adfas,,,,,,,,,,,,,,1,2,1,,2,,2
K3D_LW,FA,K,K3,K3D,2018,5,18-May-18,Lasal,,,,,,,,,,,,,,,,,,,,1
K3D_LW,FA,K,K3,K3D,2018,5,18-May-18,Logal,,,,,,,1,,,,,,,,,,,,,
K3D_MI,FA,K,K3,K3D,2017,6,30-Jun-17,Adfas,,,,,,,,,,,1,7,5,3,5,4,2,5,6,1
K3D_MI,FA,K,K3,K3D,2018,5,18-May-18,Acbra,3,2,,1,3,,,,,1,,,2,2,1,2,,3,,3
K3D_MI,FA,K,K3,K3D,2018,5,18-May-18,Adfas,,,,,,3,6,9,,,4,9,8,2,3,,,,1,
K3D_MI,FA,K,K3,K3D,2018,5,18-May-18,Cecun,,,,,,,,,,,,,,,,,1,,,
K3D_MI,FA,K,K3,K3D,2018,5,18-May-18,Gacal,,,,,1,,,,,,,,,,,,,,,
K3D_MI,FA,K,K3,K3D,2018,5,18-May-18,Logal,,1,,,,,,,,,,,,,,1,,,,
K3D_UP,FA,K,K3,K3D,2017,6,30-Jun-17,Acann,,,,,,,,3,4,2,,,,,,,,,,
K3D_UP,FA,K,K3,K3D,2017,6,30-Jun-17,Ercal,,,,4,,,,,,,,,,,,,,,,
K3D_UP,FA,K,K3,K3D,2018,5,18-May-18,Acbra,3,1,4,,1,,2,2,1,3,1,,,,2,1,2,4,2,1
K3D_UP,FA,K,K3,K3D,2018,5,18-May-18,Adfas,,,,2,,10,2,2,3,,5,1,8,2,4,,,,1,
K3D_UP,FA,K,K3,K3D,2018,5,18-May-18,Lasal,,,,,,,,,,,,,,,,,,,,
K3D_UP,FA,K,K3,K3D,2018,5,18-May-18,Trmic,,,,,1,,,,,,,,,,,,,,,
K3D_UP,FA,K,K3,K3D,2018,5,18-May-18,Ercal,4,2,6,1,8,,,,,,2,,,,,,,,,3
K3D_UP,FA,K,K3,K3D,2018,5,18-May-18,Gacal,,1,,,,,,,,,,,,,,,,,,
K3D_UP,FA,K,K3,K3D,2018,5,18-May-18,Logal,,,,,,,,1,,,,,,,,,,,,
K3D_UP,FA,K,K3,K3D,2018,5,18-May-18,Lubic,,,,,,,,,,,,,,,1,,,,,
K3D_UP,FA,K,K3,K3D,2018,5,18-May-18,Namel,,,,1,1,,3,,,,,,,,2,,,,2,1
K3E_LW,FA,K,K3,K3E,2017,6,30-Jun-17,Acann,,,,,,,,,,,,,,,,1,,,,
K3E_MI,FA,K,K3,K3E,2017,6,30-Jun-17,Acann,,,,,,,,,1,2,1,2,2,2,2,,,,,
K3E_UP,FA,K,K3,K3E,2017,6,30-Jun-17,none,,,,,,,,,,,,,,,,,,,,
K4A_LW,FA,K,K4,K4A,2017,7,10-Jul-17,Adfas,,,,,,,,,,1,,,,,1,5,1,4,5,4
K4A_MI,FA,K,K4,K4A,2017,7,10-Jul-17,Adfas,6,5,5,8,3,,3,,1,,,,,1,,1,1,2,8,5
K4A_UP,FA,K,K4,K4A,2017,7,10-Jul-17,Adfas,1,2,,,,2,1,6,6,4,,,,,,,,,,
K4B_LW,FA,K,K4,K4B,2017,7,10-Jul-17,Adfas,,,,,,,,,,,2,,1,,4,,,,,2
K4B_MI,FA,K,K4,K4B,2017,7,10-Jul-17,none,,,,,,,,,,,,,,,,,,,,
K4B_UP,FA,K,K4,K4B,2017,7,10-Jul-17,none,,,,,,,,,,,,,,,,,,,,
K4C_LW,FA,K,K4,K4C,2017,7,10-Jul-17,Acann,2,1,,,,,,,,,,,,,,,,,,
K4C_LW,FA,K,K4,K4C,2017,7,10-Jul-17,Adfas,,,1,3,,,,,,,,,,,,,,,,
K4C_MI,FA,K,K4,K4C,2017,7,10-Jul-17,Adfas,,,,,,,,,,,,,,,,1,,,,
K4C_UP,FA,K,K4,K4C,2017,7,10-Jul-17,Adfas,,,,,,,,,,,1,,,,,,,8,8,3
K4D_LW,FA,K,K4,K4D,2017,7,10-Jul-17,Cecun,,,1,,,,,,,,,,,,,,,,,
K4D_MI,FA,K,K4,K4D,2017,7,10-Jul-17,Adfas,,,1,1,1,2,1,,4,2,,,,,,,,,,
K4D_MI,FA,K,K4,K4D,2017,7,10-Jul-17,Namel,,,,,,,,,,,,,,,,1,,,,
K4D_MI,FA,K,K4,K4D,2017,7,10-Jul-17,Pielo,,1,,,,,,,,,,,,,,,,,,
K4D_UP,FA,K,K4,K4D,2017,7,10-Jul-17,Acann,,,,,1,,,,,,,,,,,,,,,
K4D_UP,FA,K,K4,K4D,2017,7,10-Jul-17,Adfas,8,2,,1,4,,,,,,,,,,,4,3,3,13,5
K4E_LW,FA,K,K4,K4E,2017,7,10-Jul-17,Aicar,,,,,,,,,,1,,,,,,,,,,
K4E_LW,FA,K,K4,K4E,2017,7,10-Jul-17,Namel,,,,,4,,,,,,,,,,,,,,,
K4E_MI,FA,K,K4,K4E,2017,7,10-Jul-17,Aicar,,,,,,,,,,,,,,,,1,,,,
K4E_UP,FA,K,K4,K4E,2017,7,10-Jul-17,Adfas,,,,,,,,,,1,2,1,1,,,3,7,1,1,
K4F_LW,FA,K,K4,K4F,2017,7,10-Jul-17,Acann,,,,,,,,,,1,,,,,,,,,,
K4F_LW,FA,K,K4,K4F,2017,7,10-Jul-17,Gaphl,,,,,1,,,,,,,,,,,,,,,
K4F_LW,FA,K,K4,K4F,2017,7,10-Jul-17,Femic,,,,,,,,,,1,,,,,1,,,,,
K4F_MI,FA,K,K4,K4F,2017,7,10-Jul-17,Acann,,,,,,2,1,3,1,3,,,,,,,2,,,
K4F_MI,FA,K,K4,K4F,2017,7,10-Jul-17,Adfas,,,,,,,,,,,,,,,3,1,,1,,
K4F_MI,FA,K,K4,K4F,2017,7,10-Jul-17,Chpom,4,1,3,,4,,,1,,1,,,2,1,,,1,1,3,1
K4F_UP,FA,K,K4,K4F,2017,7,10-Jul-17,Adfas,,,,,1,,,,,,,,,,,,,,,
K4F_UP,FA,K,K4,K4F,2017,7,10-Jul-17,Chpom,,1,,,,,1,2,1,3,,,,,2,1,2,2,1,1
K4F_UP,FA,K,K4,K4F,2017,7,10-Jul-17,Namel,,,,1,,,,,,,,,,,,,,,,
K5A_LW,FA,K,K5,K5A,2017,7,10-Jul-17,Acann,,,,,,,,,,,1,,,,,2,2,2,,
K5A_LW,FA,K,K5,K5A,2017,7,10-Jul-17,Chpom,,,,,,,,,,,,2,,,,,,,,
K5A_LW,FA,K,K5,K5A,2017,7,10-Jul-17,Quber,,,,,,2,,,,2,,,,,,,,,2,1
K5A_MI,FA,K,K5,K5A,2017,7,10-Jul-17,Acann,,,,,,3,,,,,,,,,,,,,,
K5A_MI,FA,K,K5,K5A,2017,7,10-Jul-17,Adfas,,,,,,,1,4,2,,6,8,7,1,,,,,,
K5A_UP,FA,K,K5,K5A,2017,7,10-Jul-17,Adfas,,,,,1,,,,,,,,,,,,,,,
K5A_UP,FA,K,K5,K5A,2017,7,10-Jul-17,Chpom,,,,1,,,,,,,,,,,,,,,,
K5B_LW,FA,K,K5,K5B,2017,7,10-Jul-17,Adfas,1,,,,,1,,,,1,5,,4,3,2,1,,,5,9
K5B_MI,FA,K,K5,K5B,2017,7,10-Jul-17,Adfas,13,6,3,12,17,,,,,,3,1,,,,3,7,,8,1
K5B_UP,FA,K,K5,K5B,2017,7,10-Jul-17,Adfas,,1,4,7,6,8,4,3,9,8,,,,,1,7,3,1,2,5
K5C_LW,FA,K,K5,K5C,2017,7,10-Jul-17,Adfas,,,,,,,,,,,2,4,6,2,1,,,,,
K5C_LW,FA,K,K5,K5C,2017,7,10-Jul-17,Cahir,,,,,,1,,,,,,,,,,,,,,
K5C_MI,FA,K,K5,K5C,2017,7,10-Jul-17,Empen,1,1,,,,,,,,,,,,,,,,,,
K5C_UP,FA,K,K5,K5C,2017,7,10-Jul-17,Adfas,14,9,,1,1,,,,,,,,,,,,,,,
K5C_UP,FA,K,K5,K5C,2017,7,10-Jul-17,Empen,,,,,,2,,,1,,,,,,6,,1,6,1,3
K5C_UP,FA,K,K5,K5C,2017,7,10-Jul-17,Femic,,,,,,,,,2,1,,,,,,,,,,
K5D_LW,FA,K,K5,K5D,2017,7,10-Jul-17,Adfas,2,4,6,6,2,,,4,,,,,6,2,5,7,5,5,9,7
K5D_LW,FA,K,K5,K5D,2017,7,10-Jul-17,Cecun,,2,,,,,,,,,,,,,,,,,,
K5D_LW,FA,K,K5,K5D,2018,5,18-May-18,Acbra,1,,,,,,,,,,,1,,,,1,,,1,
K5D_LW,FA,K,K5,K5D,2018,5,18-May-18,Adfas,2,2,7,1,,,,,,,13,2,10,18,10,6,7,2,,3
K5D_LW,FA,K,K5,K5D,2018,5,18-May-18,Cecun,,,,1,,,,,,,2,,,,,,1,,,
K5D_LW,FA,K,K5,K5D,2018,5,18-May-18,Empen,,,,,,,1,,,,,,,,,,,,,
K5D_LW,FA,K,K5,K5D,2018,5,18-May-18,Namel,,,,1,,,,1,,,,,,,,,,,2,
K5D_MI,FA,K,K5,K5D,2017,7,10-Jul-17,Acann,,,,,,,,,,,,,,2,2,,1,1,,
K5D_MI,FA,K,K5,K5D,2017,7,10-Jul-17,Adfas,,,,,,,,,,,5,,,,5,10,1,,1,
K5D_MI,FA,K,K5,K5D,2018,5,18-May-18,Acbra,,,,,1,,,,,,,,,,,,1,,,
K5D_MI,FA,K,K5,K5D,2018,5,18-May-18,Adfas,1,4,3,1,6,1,4,5,3,,6,5,8,4,7,2,10,9,8,7
K5D_MI,FA,K,K5,K5D,2018,5,18-May-18,Cecun,,,1,,,,,,,,,1,,,,,,,,
K5D_UP,FA,K,K5,K5D,2017,7,10-Jul-17,Acann,,,,,1,,,,,1,,,,1,,,,,,
K5D_UP,FA,K,K5,K5D,2017,7,10-Jul-17,Cecun,,,,,,,,,,,,,,,1,,,,,
K5D_UP,FA,K,K5,K5D,2017,7,10-Jul-17,Empen,,,,,,,,,,,,2,1,,,,,,,
K5D_UP,FA,K,K5,K5D,2018,5,18-May-18,Acbra,,,,,,,,,,,,,1,,,,,,1,1
K5D_UP,FA,K,K5,K5D,2018,5,18-May-18,Adfas,12,10,11,,,2,2,,2,2,8,7,11,12,12,10,13,7,6,12
K5D_UP,FA,K,K5,K5D,2018,5,18-May-18,Cecun,,,,,,,,,,,1,,,,2,,,,,
K5E_LW,FA,K,K5,K5E,2017,7,10-Jul-17,Adfas,,,,,,,,,,,,,,,1,,,,,
K5E_LW,FA,K,K5,K5E,2017,7,10-Jul-17,Cecun,,,,,,,,,,1,,,,1,,,,,1,1
K5E_LW,FA,K,K5,K5E,2017,7,10-Jul-17,Hycon,,,,,1,,,,,,,,,,,,,,,
K5E_LW,FA,K,K5,K5E,2018,5,18-May-18,Acbra,,,1,,,,,1,2,,,,,,,,1,,,
K5E_LW,FA,K,K5,K5E,2018,5,18-May-18,Lasal,,,,,,,,,,,,,,,,,,,,4
K5E_LW,FA,K,K5,K5E,2018,5,18-May-18,Cahir,,,,,1,1,,,,1,,,,,1,1,,,1,1
K5E_LW,FA,K,K5,K5E,2018,5,18-May-18,Cecun,,,,,,,,,,,,,,,,,,3,,
K5E_LW,FA,K,K5,K5E,2018,5,18-May-18,Ercic,,,,,,2,,,,,,,,,,,,,,
K5E_LW,FA,K,K5,K5E,2018,5,18-May-18,Lubic,,,,,,,,,,,,,,1,,,,,,
K5E_LW,FA,K,K5,K5E,2018,5,18-May-18,Namel,,,,,,1,,1,,,,,,,,,,,,
K5E_MI,FA,K,K5,K5E,2017,7,10-Jul-17,Acann,,,,,,,,,,,,,,3,,1,,,,
K5E_MI,FA,K,K5,K5E,2017,7,10-Jul-17,Adfas,2,2,1,4,1,,,,,,,,,,,,,6,5,8
K5E_MI,FA,K,K5,K5E,2017,7,10-Jul-17,Cecun,,,,2,,1,1,,,,,,,,,,,,,
K5E_MI,FA,K,K5,K5E,2017,7,10-Jul-17,Hycon,,,,,,,,,,,,,,,1,,,,,
K5E_MI,FA,K,K5,K5E,2018,5,18-May-18,Acbra,1,,,,,,,,,,,,,,,,,,,
K5E_MI,FA,K,K5,K5E,2018,5,18-May-18,Adfas,,,,,,,1,,,,,,,,,,,,,
K5E_MI,FA,K,K5,K5E,2018,5,18-May-18,Cahir,,1,,,1,1,,,,1,1,1,1,,2,,,,,
K5E_MI,FA,K,K5,K5E,2018,5,18-May-18,Cecun,,,,1,1,,1,1,,,,,,,,,4,,,
K5E_MI,FA,K,K5,K5E,2018,5,18-May-18,Ercic,1,,1,1,,,,,,1,,,,1,,1,,2,1,1
K5E_MI,FA,K,K5,K5E,2018,5,18-May-18,Logal,,,,,,,,,4,,,,,,,,,,,
K5E_UP,FA,K,K5,K5E,2017,7,10-Jul-17,Adfas,,,,,,,,,,2,,,,,,,,2,9,4
K5E_UP,FA,K,K5,K5E,2017,7,10-Jul-17,Cecun,,,,,,,,,2,3,,,,,,,,,,
K5E_UP,FA,K,K5,K5E,2018,5,18-May-18,Acbra,,,,,,,,1,,,,,,,1,,,,1,
K5E_UP,FA,K,K5,K5E,2018,5,18-May-18,Adfas,12,5,15,9,10,6,5,1,,,7,7,4,4,6,,1,,,4
K5E_UP,FA,K,K5,K5E,2018,5,18-May-18,Cecun,,,,,,1,5,,,,,,2,,,1,3,3,,
K5E_UP,FA,K,K5,K5E,2018,5,18-May-18,Ercic,,,,,,,,,,,,,1,1,,,,,,
K5F_LW,FA,K,K5,K5F,2017,7,10-Jul-17,Acann,,,,,,,,,,,,,,2,1,,,,,1
K5F_LW,FA,K,K5,K5F,2017,7,10-Jul-17,Adfas,,,,,1,,,,,1,,,,,,2,,,,
K5F_LW,FA,K,K5,K5F,2017,7,10-Jul-17,Cecun,,,,,,,,,2,,,,,,,,,,,
K5F_LW,FA,K,K5,K5F,2017,7,10-Jul-17,Gacal,,,,4,,,,,,,,,,,,,,,,
K5F_MI,FA,K,K5,K5F,2017,7,10-Jul-17,Acann,,,,,2,,,,,,,,,,4,,,,,
K5F_MI,FA,K,K5,K5F,2017,7,10-Jul-17,Cecun,,,,,,,,,,1,,,,,,,,,,
K5F_UP,FA,K,K5,K5F,2017,7,10-Jul-17,Cecun,,,,,,,,,,,,,,,,,,,,1
K5F_UP,FA,K,K5,K5F,2017,7,10-Jul-17,Chpom,,,,,,,,,,1,,,,,,,,,,
L1E_LW,FA,L,L1,L1E,2017,6,29-Jun-17,Acann,,,,,,,,,,,,,,1,,,,,,
L1E_LW,FA,L,L1,L1E,2017,6,29-Jun-17,Adfas,,,,,,,,,,,,,,,1,1,6,1,,
L1E_LW,FA,L,L1,L1E,2017,6,29-Jun-17,Gicap,,,,,,,,,,,,,,,,1,,,1,
L1E_LW,FA,L,L1,L1E,2017,6,29-Jun-17,Namel,,,,,,,,,,1,,,,,,,,,,
L1E_LW,FA,L,L1,L1E,2017,6,29-Jun-17,Ehcal,,,,,1,,,,,,,,,,,,,,,
L1E_LW,FA,L,L1,L1E,2018,5,21-Jun-18,Acbra,,,,,,,,,,,,,,,,1,,,,
L1E_LW,FA,L,L1,L1E,2018,5,21-Jun-18,Acpar,,,,,,1,,,,,,,,1,2,,,,,1
L1E_LW,FA,L,L1,L1E,2018,5,21-Jun-18,Adfas,,,,,,3,2,,3,,,,1,,,2,,4,3,2
L1E_LW,FA,L,L1,L1E,2018,5,21-Jun-18,Cecun,,,,,,,,,,,,,,,,,,,1,
L1E_LW,FA,L,L1,L1E,2018,5,21-Jun-18,Ehcal,,,,,,,1,,,,,,,,,,,,,
L1E_LW,FA,L,L1,L1E,2018,5,21-Jun-18,Erlan,,,,,,,,,,,,1,,,,1,2,2,2,2
L1E_LW,FA,L,L1,L1E,2018,5,21-Jun-18,Namel,,,,1,1,1,,,,,,,,,,,,,,
L1E_MI,FA,L,L1,L1E,2017,6,29-Jun-17,Acann,,,,,,,,,,2,,,,,,,,,,
L1E_MI,FA,L,L1,L1E,2017,6,29-Jun-17,Adfas,,1,3,,10,7,6,6,4,2,,5,4,8,6,5,4,5,3,7
L1E_MI,FA,L,L1,L1E,2017,6,29-Jun-17,Cecun,,,,,,,,,1,,,,,,,,,,2,
L1E_MI,FA,L,L1,L1E,2017,6,29-Jun-17,Phimb,,,,1,,,,,,,,,,,,,,,,
L1E_MI,FA,L,L1,L1E,2017,6,29-Jun-17,Ehcal,,,,2,,,,,,,,,,,,,1,,,
L1E_MI,FA,L,L1,L1E,2018,5,21-Jun-18,Acpar,,,,,,,,,,1,,1,,1,,,1,,,
L1E_MI,FA,L,L1,L1E,2018,5,21-Jun-18,Adfas,12,14,11,8,7,5,3,,1,,,,,3,,6,,8,9,7
